CITATIONS,LATITUDE,LONGITUDE
"1090 GERASIMOVSKY V. I., LAKTIONOVA N. V., KOVALENKER V. G.:    STRONTIUM AND BARIUM IN ICELAND LAVAS  GEOCHEM. INT. 13 (2)  1976 143-149 ",,
"1091 GERASIMOVSKY V. I., SAPRONOVA G. V., SAVINOVA E. N.:    BERYLLIUM IN THE EFFUSIVE ROCKS OF ICELAND  GEOCHEM. INT. 13 (2)  1976 22-27 ",,
"1095 GERASIMOVSKY V. I., KUZNETSOVA S. YA.:    SULFUR CONTENTS OF ICELAND LAVAS  GEOCHEM. INT. 11   1975 858-860 ",,
"1096 GERASIMOVSKY V. I., POLYAKOV A. I., KRIGMAN L. V., NESMEYANOVA L. I.:    ON THE ALKALI-SILICA RATIO IN THE ROCKS OF ICELAND  GEOCHEM. INT. 11   1975 673-680 ",,
"1101 GERASIMOVSKY V. I., SAVINOVA E. N., SAPRONOVA G. V., KRIGMAN L. V.:    PHOSPHORUS AND FLUORINE CONTENTS OF ICELANDIC LAVAS  GEOCHEM. INT. 12 (6)  1975 109-115 ",,
"1102 GERASIMOVSKY V. I., LAKTIONOVA N. V., KOVALENKER V. G.:    VANADIUM, CHROMIUM, NICKEL COBALT AND COPPER IN ICELAND LAVAS  GEOCHEM. INT. 12 (4)  1975 160-171 ",,
"1151 HOJ J. W.:    GABBRO-ANORTHOSITE NODULES FROM THE KRISUVIK FISSURE SYSTEM AND ACTIVE ZONE OF RIFTING, REYKJANES PENINSULA, SW ICELAND  NEUES JAHRB. MINERAL. ABH. 165   1993 169-189 ",,
"1159 HUGHES D. J., BROWN G. C.:    BASALTS FROM MADEIRA: A PETROCHEMICAL CONTRIBUTION TO THE GENESIS OF OCEANIC ALKALI ROCK SERIES  CONTRIB. MINERAL. PETROL. 37   1972 91-109    doi: 10.1007/BF00371069",,
"1189 O^NIONS R. K., PANKHURST R. J.:    SECULAR VARIATIONS IN THE SR ISOTOPE COMPOSITION OF ICELANDIC VOLCANIC ROCKS  EARTH PLANET. SCI. LETT. 21   1973 13-22    doi: 10.1016/0012-821X(73)90220-3",,
1209 STECHER O.:    FLUORINE GEOCHEMISTRY IN VOLCANIC ROCK SERIES: EXAMPLES FROM ICELAND AND JAN MAYEN  GEOCHIM. COSMOCHIM. ACTA 62   1998 3117-3130    doi: 10.1016/S0016-7037(98)00210-5,,
"1214 SUN SHEN-SU:    LEAD ISOTOPIC STUDY OF YOUNG VOLCANIC ROCKS FROM MID-OCEAN RIDGES, OCEAN ISLANDS AND ISLAND ARCS  PHIL. TRANS. ROY. SOC. LONDON A297   1980 409-445    doi: 10.1098/rsta.1980.0224",,
"1216 HOERNLE K. A., TILTON G. R.:    SR-ND-PB ISOTOPE DATA FOR FUERTEVENTURA (CANARY ISLANDS) BASAL COMPLEX AND SUBAERIAL VOLCANICS: APPLICATIONS TO MAGMA GENESIS AND EVOLUTION  SCHWEIZ. MINERAL. PETROGR. MITT. 71   1991 3-18    doi: 10.5169/seals-54342",,
"1229 FISK M. R., UPTON B. G. J., FORD C. E., WHITE W. M.:    GEOCHEMICAL AND EXPERIMENTAL STUDY OF THE GENESIS OF MAGMAS OF REUNION ISLAND, INDIAN OCEAN  J. GEOPHYS. RES. B93   1988 4933-4950    doi: 10.1029/JB093iB05p04933",,
"1230 ALBAREDE F., LUAIS B., FITTON J. G., SEMET M. P., KAMINSKI E., UPTON B. G. J., BACHELERY P., CHEMINEE J.-L.:    THE GEOCHEMICAL REGIMES OF PITON DE LA FOURNAISE VOLCANO (R钂汵ION) DURING THE LAST 530000 YEARS  J. PETROL. 38   1997 171-201    GeoReM-id: 176   doi: 10.1093/petroj/38.2.171",,
"1243 FURMAN T., FREY F. A., MEYER P. S.:    PETROGENESIS OF EVOLVED BASALTS AND RHYOLITES AT AUSTURHORN, SOUTHEASTERN ICELAND: THE ROLE OF FRACTIONAL CRYSTALLIZATION  J. PETROL. 33   1992 1405-1445    doi: 10.1093/petrology/33.6.1405",,
"1256 UPTON B. G. J., WADSWORTH W. J.:    PERIDOTITIC AND GABBROIC ROCKS ASSOCIATED WITH THE SHIELD-FORMING LAVAS OF REUNION  CONTRIB. MINERAL. PETROL. 35   1972 139-158    doi: 10.1007/BF00370925",,
"1279 FLOWER M. F. J.:    EVOLUTION OF BASALTIC AND DIFFERENTIATED LAVAS FROM ANJOUAN, COMORES ARCHIPELAGO  CONTRIB. MINERAL. PETROL. 38   1973 237-260    doi: 10.1007/BF00374768",,
"1291 BAKER P. E., GASS I. G., HARRIS P. G., LE MAITRE R. W.:    THE VOLCANOLOGICAL REPORT OF THE ROYAL SOCIETY EXPEDITION TO TRISTAN DA CUNHA, 1962  PHIL. TRANS. ROY. SOC. LONDON A256   1964 439-575    doi: 10.1098/rsta.1964.0011",,
"1319 LACROIX A.:    THE GEOCHEMICAL CHARACTERISTICS, GEOCHRONOLOGY AND TECTONIC SIGNIFICANCE OF THE CARBONIFEROUS VOLCANICS ROCKS OF THE SANTANGHU AREA IN NORTHEASTERN XINJIANG, CHINA  SCI. CHINA EARTH SCI. 56   1936 1318-1333 ",,
1320 ESENWEIN P.:      Z. VULKANOL. 12   1930 108-227 ,,
"1321 IMSLAND P.:    PETROLOGY, MINERALOGY AND EVOLUTION OF THE JAN MAYEN MAGMA SYSTEM  VISINDAFELAG ISLENDINGA 43   1984 1-328 ",,
"1348 WATKINS N. D., GUNN B. M., NOUGIER J., BAKSI A. K.:    KERGUELEN: CONTINENTAL FRAGMENT OR OCEANIC ISLAND?  BULL. GEOL. SOC. AM. 85   1974 201-212    doi: 10.1130/0016-7606(1974)85<201:KCFOOI>2.0.CO;2",,
"1377 STAUDIGEL H., FERAUD G., GIANNERINI G.:    THE HISTORY OF INTRUSIVE ACTIVITY ON THE ISLAND OF LA PALMA (CANARY ISLANDS)  J. VOLCANOL. GEOTHERM. RES. 27   1986 299-322    doi: 10.1016/0377-0273(86)90018-1",,
"1386 GASTESI BASCUNANA P.:    THE COMPLEX OF BASIC AND ULTRABASIC PLUTONIC ROCKS OF BETANCURIA, FUERTEVENTURA (CANARY ISLANDS)  ESTUDIOS GEOL. (MADRID) 25   1969 1-51 ",,
1389 BAXTER A. N.:    ULTRAMAFIC AND MAFIC NODULE SUITES IN SHIELD-FORMING LAVAS FROM MAURITIUS  J. GEOL. SOC. LONDON 135   1978 565-581    doi: 10.1144/gsjgs.135.5.0565,,
"1394 MCBIRNEY A. R., AOKI K.-I.:    PETROLOGY OF THE ISLAND OF TAHITI  MEM. GEOL. SOC. AM. 116   1968 523-556    doi: 10.1130/MEM116-p523",,
1395 KUNO H.:    MAFIC AND ULTRAMAFIC NODULES IN BASALTIC ROCKS OF HAWAII  MEM. GEOL. SOC. AM. 115   1969 189-234    doi: 10.1130/MEM115-p189,,
"1402 MUNOZ GARCIA MERCEDES, SAGREDO RUIZ J., AFONSO A.:    MAFIC AND ULTRAMAFIC INCLUSIONS IN THE ERUPTION OF TENEGU铏?VOLCANO (LA PALMA, CANARY ISLANDS)  1974 65-74 ",,
"1420 STRONG D. F.:    PETROLOGY OF THE ISLAND OF MOHELI, WESTERN INDIAN OCEAN  BULL. GEOL. SOC. AM. 83   1972 389-406    doi: 10.1130/0016-7606(1972)83389:POTIOM2.0.CO;2",,
"1429 HAUSEN H.:    NEW CONTRIBUTIONS TO THE GEOLOGY OF GRAN CANARY (GRAN CANARIA, CANARY ISLANDS)  SOC. SCIENT. FENNICA COMMENT. PHYS.-MATH. 27 (1)  1962 1-418 ",,
1436 TILLEY C. E.:    SOME ASPECTS OF MAGMATIC EVOLUTION  QUART. J. GEOL. SOC. LONDON 106   1950 37-61    doi: 10.1144/GSL.JGS.1950.106.01-04.04,,
1438 WASHINGTON H. S.:    PETROLOGY OF THE HAWAIIAN ISLANDS. II. HUALALAI AND MAUNA LOA  AM. J. SCI. 5TH SER. 6   1923 100-126 ,,
"1440 WASHINGTON H. S., KEYES M. G.:    PETROLOGY OF THE HAWAIIAN ISLANDS. IV. MAUI  AM. J. SCI. 5TH SER. 15   1928 199-220 ",,
"1442 CARMICHAEL I. S. E.:    THE PETROLOGY OF THINGMULI, A TERTIARY VOLCANO IN EASTERN ICELAND  J. PETROL. 5   1964 435-460    doi: 10.1093/petrology/5.3.435",,
"1451 GASTESI BASCUNANA P., HERNANDEZ-PACHECO A., MUNOZ MARCIA:    THE HOLOCRYSTALLINE ROCKS OF THE TABURIENTE CALDERA, LA PALMA (CANARY ISLANDS)  ESTUDIOS GEOL. (MADRID) 22   1966 113-134 ",,
1472 CENDRERO UCEDA A.:    GEOLOGICAL AND PETROLOGICAL STUDY OF THE BASAL COMPLEX OF THE ISLAND OF LA GOMERA (CANARY ISLANDS)  ESTUDIOS GEOL. (MADRID) 27   1971 3-73 ,,
"1475 SCHMINCKE H.-U., KL韫紼L A., HANSTEEN T. H., HOERNLE K. A., VAN DEN BOGAARD P.:    SAMPLES FROM THE JURASSIC OCEAN CRUST BENEATH GRAN CANARIA, LA PALMA AND LANZAROTE (CANARY ISLANDS)  EARTH PLANET. SCI. LETT. 163   1998 343-360    doi: 10.1016/S0012-821X(98)00168-X",,
"1582 MILNER S. C., LE ROEX A. P.:    ISOTOPE CHARACTERISTICS OF THE OKENYENYA IGNEOUS COMPLEX, NORTHWESTERN NAMIBIA: CONSTRAINTS ON THE COMPOSITION OF THE EARLY TRISTAN PLUME AND THE ORIGIN OF THE EM1 MANTLE COMPONENT  EARTH PLANET. SCI. LETT. 141   1996 277-291    doi: 10.1016/0012-821X(96)00074-X",,
"1608 WHITE R. V., TARNEY J., KERR A. C., SAUNDERS A. D., KEMPTON P. D., PRINGLE M. S., KLAVER G. T.:    MODIFICATION OF AN OCEANIC PLATEAU, ARUBA, DUTCH CARIBBEAN: IMPLICATIONS FOR THE GENERATION OF CONTINENTAL CRUST  LITHOS 46   1999 43-68    doi: 10.1016/S0024-4937(98)00061-9",,
"1628 MOORBATH S., WALKER G. P. L.:    STRONTIUM ISOTOPE INVESTIGATION OF IGNEOUS ROCKS FROM ICELAND  NATURE 207   1965 837-840    doi: 10.1038/207837a0",,
"1630 PEDERSEN A. K., HALD N.:    A CUMMINGTONITE-PORPHYRITIC DACITE WITH AMPHIBOLE-RICH XENOLITHS FROM THE TERTIARY CENTRAL VOLCANO AT KROKSFJ璜禗UR, NW ICELAND  LITHOS 15   1982 137-159    doi: 10.1016/0024-4937(82)90006-8",,
"1640 CARGILL H. K., HAWKES L., LEDEBOER J. A.:    THE MAJOR INTRUSIONS OF SOUTH-EASTERN ICELAND  QUART. J. GEOL. SOC. LONDON 84   1928 505-539    doi: 10.1144/GSL.JGS.1928.084.01-04.19",,
"1651 SILANTEV S. A., MAGAKYAN R., SUSHCHEVSKAYA N. M., NIKULIN V. V., ISHCHENKO L. V., KONONKOVA N. N., KOLESOV G. M.:    COMPOSITION OF ROCKS FROM NINETY EAST RIDGE (INDIAN OCEAN) AND ITS TECTONIC EVOLUTION  GEOTECTONICS 24   1991 335-349 ",,
"1677 ALLSOPP H. L., BRISTOW J. W., LOGAN C. T., EALES H. V., ERLANK A. J.:    RB-SR GEOCHRONOLOGY OF THREE KAROO-RELATED INTRUSIVE COMPLEXES  SPEC. PUBL. GEOL. SOC. S. AFR. 13   1984 281-287 ",,
"1701 HAUFF F., HOERNLE K. A., TILTON G. R., GRAHAM D. W., KERR A. C.:    LARGE VOLUME RECYCLING OF OCEANIC LITHOSPHERE OVER SHORT TIME SCALES: GEOCHEMICAL CONSTRAINTS FROM THE CARIBBEAN LARGE IGNEOUS PROVINCE  EARTH PLANET. SCI. LETT. 174   2000 247-263    doi: 10.1016/S0012-821X(99)00272-1",,
"1736 FAURE G., HURLEY P. M.:    THE ISOTOPIC COMPOSITION OF STRONTIUM IN OCEANIC AND CONTINENTAL BASALTS: APPLICATION TO THE ORIGIN OF IGNEOUS ROCKS  J. PETROL. 4   1963 31-50    doi: 10.1093/petrology/4.1.31",,
"1789 GWALANI L. G., ROCK N. M. S., CHANG W.-J., FERNANDEZ S., ALLEGRE C.-J., PRINZHOFER A.:    ALKALINE ROCKS AND CARBONATITES OF AMBA DONGAR AND ADJACENT AREAS, DECCAN IGNEOUS PROVINCE, GUJARAT, INDIA 1. GEOLOGY, PETROGRAPHY AND PETROCHEMISTRY  MINERAL. PETROL. 47   1993 219-253    doi: 10.1007/BF01161569",,
"1815 JAKOBSSON S. P.:    PETROLOGY OF RECENT BASALTS OF THE EASTERN VOLCANIC ZONE, ICELAND  ACTA NAT. ISLAND. 26   1979 1-103 ",,
1864 DE A.:    LATE MESOZOIC-LOWER TERTIARY MAGMA TYPES OF KUTCH AND SAURASHTRA  MEM. GEOL. SOC. INDIA 3   1981 327-339 ,,
"1878 PAUL DALIM K., POTTS P. J., REX D. C., BECKINSALE R. D.:    GEOCHEMICAL AND PETROGENETIC STUDY OF THE GIRNAR IGNEOUS COMPLEX, DECCAN VOLCANIC PROVINCE, INDIA  BULL. GEOL. SOC. AM. 88   1977 227-234    doi: 10.1130/0016-7606(1977)88<227:GAPSOT>2.0.CO;2",,
"1933 RATHORE S. S., VENKATESAN T. R., SRIVASTAVA R. K.:    MUNDWARA ALKALI IGNEOUS COMPLEX, RAJASTHAN, INDIA: CHRONOLOGY AND SR ISOTOPE SYSTEMATICS  J. GEOL. SOC. INDIA 48   1996 517-528 ",,
"1977 DE A.:    FRACTIONATION TRENDS OF THE DECCAN TRAP MAGMAS IN PARTS OF WESTERN GUJARAT AND THE SATPURAS SUBBARAO, K. V. | VOLCANISM: RADHAKRISHNA VOLUME | WILEY EASTERN, NEW DELHI 1994 277-294 ",,
"1980 BASU A. R., RENNE P. R., DASGUPTA D. K., TEICHMANN F., POREDA R. J.:    EARLY AND LATE ALKALI IGNEOUS PULSES AND A HIGH-3HE PLUME ORIGIN FOR THE DECCAN FLOOD BASALTS  SCIENCE 261   1993 902-906    doi: 10.1126/science.261.5123.902",,
2019 STOESER D. B.:    IGNEOUS ROCKS FROM LEG 30 OF THE DEEP SEA DRILLING PROJECT  INIT. REP. DEEP SEA DRILL. PROJ. 30   1975 401-444    doi: 10.2973/dsdp.proc.30.108.1975,,
"2026 BLAKE D. H.:    THE NET-VEINED COMPLEX OF THE AUSTURHORN INTRUSION, SOUTHEASTERN ICELAND  J. GEOL. 74   1966 891-907    doi: 10.1086/627218",,
2048 HEDGE C. E.:    STRONTIUM ISOTOPES IN BASALTS FROM THE PACIFIC OCEAN BASIN  EARTH PLANET. SCI. LETT. 38   1978 88-94    doi: 10.1016/0012-821X(78)90127-9,,
"2057 TEJADA M. L. G., MAHONEY J. J., DUNCAN R. A., HAWKINS M. P.:    AGE AND GEOCHEMISTRY OF BASEMENT AND ALKALIC ROCK OF MALAITA AND SANTA ISABEL, SOUTHERN MARGIN OF THE ONTONG JAVA PLATEAU  J. PETROL. 37   1996 361-394    doi: 10.1093/petrology/37.2.361",,
"2093 BLAKE D. H., PETERMAN Z. E., THIEBEN S. E.:    POSSIBLE CRUSTAL CONTAMINATION OF MIDCONTINENT RIFT IGNEOUS ROCKS: EXAMPLES FROM THE MINERAL LAKE INTRUSION, WISCONSIN  CAN. J. EARTH SCI. 29   1992 1140-1153    doi: 10.1139/e92-092",,
"2098 MORRISON D. A., ASHWAL L. D., PHINNEY W. C., SHIH C.-Y., WOODEN J. L.:    PRE-KEWEENAWAN ANORTHOSITE INCLUSIONS IN THE KEWEENAWAN BEAVER BAY AND DULUTH COMPLEXES, NORTHEASTERN MINNESOTA  BULL. GEOL. SOC. AM. 94   1983 206-221    doi: 10.1130/0016-7606(1983)94<206:PAIITK>2.0.CO;2",,
"2127 KLEWIN K. W.:    PETROLOGY OF THE PROTEROZOIC POTATO RIVER LAYERED INTRUSION, NORTHERN WISCONSIN, USA  J. PETROL. 31   1990 1115-1140    doi: 10.1093/petrology/31.5.1115",,
2167 CROSS W:    LAVAS OF HAWAII AND THEIR RELATIONS  U. S. GEOL. SURV. PROF. PAP. 88   1915 1-97 ,,
"2191 TARNEY J., SAUNDERS A. D., WEAVER S. D.:    GEOCHEMISTRY OF VOLCANIC ROCKS FROM THE ISLAND ARCS AND MARGINAL BASINS OF THE SCOTIA ARC REGION TALWANI, M., PITMAN, W. C., III | ISLAND ARCS, DEEP SEA TRENCHES AND BACK-ARC BASINS | AGU, WASHINGTON DC 1977 367-377    doi: 10.1029/ME001p0367",,
"2199 DELONG S. E.:    DISTRIBUTION OF RB, SR, AND NI IN IGNEOUS ROCKS, CENTRAL AND WESTERN ALEUTIAN ISLANDS, ALASKA  GEOCHIM. COSMOCHIM. ACTA 38   1974 245-266    doi: 10.1016/0016-7037(74)90109-4",,
"2206 KAY S. M., KAY R. W., CITRON G. P.:    TECTONIC CONTROLS ON THOLEIITIC AND CALC-ALKALINE MAGMATISM IN THE ALEUTIAN ARC  J. GEOPHYS. RES. B87   1982 4051-4072    doi: 10.1029/JB087iB05p04051",,
"2209 MCCULLOCH M. T., PERFIT M. R.:    143ND/144ND, 87SR/86SR AND TRACE ELEMENT CONSTRAINTS ON THE PETROGENESIS OF ALEUTIAN ISLAND ARC MAGMAS  EARTH PLANET. SCI. LETT. 56   1981 167-179    doi: 10.1016/0012-821X(81)90124-2",,
"2211 PERFIT M. R., BRUECKNER H. K., LAWRENCE J. R., KAY R. W.:    TRACE ELEMENT AND ISOTOPIC VARIATIONS IN A ZONED PLUTON AND ASSOCIATED VOLCANIC ROCKS, UNALASKA ISLAND, ALASKA: A MODEL FOR FRACTIONATION IN THE ALEUTIAN CALCALKALINE SUITE  CONTRIB. MINERAL. PETROL. 73   1980 69-87    doi: 10.1007/BF00376261",,
"2239 KAY R. W., RUBENSTONE J. L., KAY S. M.:    ALEUTIAN TERRANES FROM ND ISOTOPES  NATURE 322   1986 605-609    doi: 10.1038/322605a0",,
"2246 BORSUK A. M., TSVETKOV A. A., DMITRI Z. Z., ZHURAVLEV D. Z., CHERNYSHEV L. V.:    MAGMATIC EVOLUTION OF THE KOMANDORSKY ISLANDS IN THE ALEUTIAN ISLAND ARC  GEOL. SB. 36   1985 523-554 ",,
"2247 JOHNSON K. E., HARMON R. S., RICHARDSON J. M., MOORBATH S., STRONG D. F.:    ISOTOPE AND TRACE ELEMENT GEOCHEMISTRY OF AUGUSTINE VOLCANO, ALASKA: IMPLICATIONS FOR MAGMATIC EVOLUTION  J. PETROL. 37   1996 95-115    doi: 10.1093/petrology/37.1.95",,
"2256 YOGODZINSKI G. M., RUBENSTONE J. L., KAY S. M., KAY R. W.:    MAGMATIC AND TECTONIC DEVELOPMENT OF THE WESTERN ALEUTIANS: AN OCEANIC ARC IN A STRIKE-SLIP SETTING  J. GEOPHYS. RES. B98   1993 11807-11834    doi: 10.1029/93JB00714",,
"2301 YAMAMOTO KOSHI, MASUTANI Y., NAKAMURA N., ISHII T.:    REE CHARACTERISTICS OF MAFIC ROCKS FROM A FORE-ARC SEAMOUNT IN THE IZU-OGASAWARA REGION, WESTERN PACIFIC  GEOCHEM. J. 26   1992 411-423    doi: 10.2343/geochemj.26.411",,
"2303 NOTSU K., ISSHIKI N., HIRANO M.:    COMPREHENSIVE STRONTIUM ISOTOPE STUDY OF QUATERNARY VOLCANIC ROCKS FROM THE IZU-OGASAWARA ARC  GEOCHEM. J. 17   1983 289-302    doi: 10.2343/geochemj.17.289",,
"2339 AOKI K.-I., KUNO H.:    GABBRO-QUARTZ DIORITE INCLUSIONS FROM IZU-HAKONE REGION, JAPAN  BULL. VOLCANOL. 36   1973 164-173    doi: 10.1007/BF02596988",,
2394 SHARASKIN A. YA.:    PETROGRAPHY AND GEOCHEMISTRY OF BASEMENT ROCKS FROM FIVE LEG 60 SITES  INIT. REP. DEEP SEA DRILL. PROJ. 60   1982 647-656    doi: 10.2973/dsdp.proc.60.134.1982,,
"2396 MEIJER A., REAGAN M. K.:    PETROLOGY AND GEOCHEMISTRY OF THE ISLAND OF SARIGAN IN THE MARIANA ARC: CALC-ALKALINE VOLCANISM IN AN OCEANIC SETTING  CONTRIB. MINERAL. PETROL. 77   1981 337-354    doi: 10.1007/BF00371563",,
"2402 KRAMER W., KRAMER E., R璜稬ER H. J., KLEMM W., SCHROEN W., STARKE R., LANGE P.:    MINERALOGICAL-GEOCHEMICAL STUDY OF THE TRANSFORMATION OF BASITES OF YAP- AND MARIANA-TRENCH (WESTERN PACIFIC)  Z. GEOL. WISS. 8   1980 1403-1420 ",,
"2406 DIETRICH V. J., EMMERMANN R., OBERH鑵楽LI R. E., PUCHELT H.:    GEOCHEMISTRY OF BASALTIC AND GABBROIC ROCKS FROM THE WEST MARIANA BASIN AND THE MARIANA TRENCH  EARTH PLANET. SCI. LETT. 39   1978 127-144    doi: 10.1016/0012-821X(78)90149-8",,
"2408 MATSUDA J.-I., ZASSHU S., OZIMA M.:    SR ISOTOPIC STUDIES OF VOLCANIC ROCKS FROM ISLAND ARCS IN THE WESTERN PACIFIC  TECTONOPHYSICS 37   1977 141-151    doi: 10.1016/0040-1951(77)90044-0",,
"2413 STOREY M., MAHONEY J. J., SAUNDERS A. D.:    CRETACEOUS BASALTS AND THE TRANSITION BETWEEN PLUME AND CONTINENTAL LITHOSPHERE MANTLE SOURCES  1997 95-122    doi: 10.1029/GM100p0095",,
"2425 WALKER R. J., MORGAN J. W., HANSKI E. J., SMOL^KIN V. F.:    RE-OS SYSTEMATICS OF EARLY PROTEROZOIC FERROPICRITES, PECHENGA COMPLEX, NORTHWESTERN RUSSIA: EVIDENCE FOR ANCIENT 187-ENRICHED PLUMES  GEOCHIM. COSMOCHIM. ACTA 61   1997 3145-3160    doi: 10.1016/S0016-7037(97)00088-4",,
"2426 LIGHTFOOT P. C., HAWKESWORTH C. J., OLSHEFSKY K., GREEN TONY, DOHERTY W., KEAYS R. R.:    GEOCHEMISTRY OF TERTIARY THOLEIITES AND PICRITES FROM QEQERTARSSUAQ (DISKO ISLAND) AND NUUSSUAQ, WEST GREENLAND, WITH IMPLICATIONS FOR THE MINERAL POTENTIAL OF COMAGMATIC INTRUSIONS  CONTRIB. MINERAL. PETROL. 128   1997 139-163    doi: 10.1007/s004100050300",,
"2434 GEARY E. E., KAY R. W., REYNOLDS J. C., KAY S. M.:    GEOCHEMISTRY OF MAFIC ROCKS FROM THE COTO BLOCK, ZAMBALES OPHIOLITE, PHILIPPINES: TRACE ELEMENT EVIDENCE FOR TWO STAGES OF CRUSTAL GROWTH  TECTONOPHYSICS 168   1989 43-63    doi: 10.1016/0040-1951(89)90368-5",,
2435 WOODHEAD J. D.:    GEOCHEMISTRY OF THE MARIANA ARC (WESTERN PACIFIC): SOURCE COMPOSITION AND PROCESSES  CHEM. GEOL. 76   1989 1-24    doi: 10.1016/0009-2541(89)90124-1,,
2447 DE ALMEIDA F. F. M.:    GEOLOGY AND PETROLOGY OF THE FERNANDO DE NORONHA ARCHIPELAGO  DEPT. NAC. PRODUCAS MIN. DIV. GEOL. MINERAL. MONOGR. 13   1958 1-181 ,,
"2495 TURNER SIMON P., HAWKESWORTH C. J., ROGERS N. W., BARTLETT J., WORTHINGTON T. J., HERGT J. M., PEARCE J. A., SMITH I. E. M.:    238U-230TH DISEQUILIBRIA MAGMA PETROGENESIS AND FLUX RATES BENEATH THE DEPLETED TONGA-KERMADEC ISLAND ARC  GEOCHIM. COSMOCHIM. ACTA 61   1997 4855-4884    doi: 10.1016/S0016-7037(97)00281-0",,
"2498 ARCULUS R. J., DELONG S. E., KAY R. W., BROOKS C. K., SUN SHEN-SU:    THE ALKALIC ROCK SUITE OF BOGOSLOF ISLAND, EASTERN ALEUTIAN ARC, ALASKA  J. GEOL. 85   1977 177-186    doi: 10.1086/628284",,
"2499 DREWES H., FRASER D. G., SNYDER G. L., BARNETT H. F.:    GEOLOGY OF UNALASKA ISLAND AND ADJACENT INSULAR SHELF, ALEUTIAN ISLANDS, ALASKA  U. S. GEOL. SURV. BULL. 1028-S   1961 583-676 ",,
"2538 BELLON H., RANGIN C.:    GEOCHEMISTRY AND ISOTOPIC DATING OF CENOZOIC VOLCANIC ARC SEQUENCES AROUND THE CELEBES AND SULU SEAS  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 124   1991 321-338    doi: 10.2973/odp.proc.sr.124.163.1991",,
"2539 HONTHAAS C., BELLON H., KEPEZHINSKAS P. K., MAURY R. C.:    NEW K-AR DATES OF CRETACEOUS TO QUATERNARY IGNEOUS ROCKS FROM NORTH KAMCHATKA, RUSSIA  COMPT. REND. ACAD. SCI. PARIS SER. 2A 320   1995 197-204 ",,
"2564 MARSH B. D.:    ON THE CRYSTALLINITY, PROBABILITY OF OCCURRENCE AND RHEOLOGY OF LAVAS AND MAGMAS  CONTRIB. MINERAL. PETROL. 78   1981 85-98    doi: 10.1007/BF00371146",,
"2576 NYE C. J., REID M. R., AVERY V. F., FRANCIS D. M.:    GEOCHEMISTRY OF THE 1989-1990 ERUPTION OF REDOUBT VOLCANO, PART I: WHOLE-ROCK MAJOR AND TRACE ELEMENT CHEMISTRY  J. VOLCANOL. GEOTHERM. RES. 62   1994 429-452    doi: 10.1016/0377-0273(94)90046-9",,
2579 WOODHEAD J. D.:    THE ORIGIN OF GEOCHEMICAL VARIATION IN MARIANA LAVAS: A GENERAL MODEL FOR PETROGENESIS IN INTRA-OCEANIC ARCS  J. PETROL. 29   1988 805-830    doi: 10.1093/petrology/29.4.805,,
"2595 WOOD D. A., COMIN-CHIARAMONTI P., TARNEY J., JORON J.-L., FRYER P. B., TREUIL M.:    GEOCHEMISTRY OF IGNEOUS ROCKS RECOVERED FROM A TRANSECT ACROSS THE MARIANA TROUGH, ARC, FOREARC, AND TRENCH, SITES 453-461, DSDP LEG 60  INIT. REP. DEEP SEA DRILL. PROJ. 60   1980 611-645    doi: 10.2973/dsdp.proc.60.133.1982",,
"2613 COATS R. R., NELSON W. H., LEWIS R. Q., POWERS H. A.:    GEOLOGICAL RECONNAISSANCE OF KISKA ISLAND, ALEUTIAN ISLANDS, ALASKA  U. S. GEOL. SURV. BULL. 1028-R   1959 563-581 ",,
"2640 MARCANTONIO F., REISBERG L., ZINDLER A., WYMAN D. A., HULBERT L. J.:    AN ISOTOPIC STUDY OF THE NI-CU-PGE-RICH WELLGREEN INTRUSION OF THE WRANGELLIA TERRANE; EVIDENCE FOR HYDROTHERMAL MOBILIZATION OF RHENIUM AND OSMIUM  GEOCHIM. COSMOCHIM. ACTA 58   1994 1007-1017    doi: 10.1016/0016-7037(94)90522-3",,
"2663 JOHNSTON A. D., STOUT J. H.:    A HIGHLY OXIDIZED FERRIAN SALITE-, KENNEDYITE-, FORSTERITE-, AND RH璜睮TE-BEARING ALKALI GABBRO FROM KAUAI, HAWAII AND ITS MANTLE XENOLITHS  AM. MINERAL. 69   1984 57-68 ",,
"2667 GATES O., POWERS H. A., WILCOX R. E.:    GEOLOGY OF THE NEAR ISLANDS, ALASKA  U. S. GEOL. SURV. BULL. 1028-U   1971 709-822 ",,
"2671 KAY S. M., KAY R. W., BRUECKNER H. K., RUBENSTONE J. L.:    THOLEIITIC ALEUTIAN ARC PLUTONISM: THE FINGER BAY PLUTON, ADAK, ALASKA  CONTRIB. MINERAL. PETROL. 82   1983 99-116    doi: 10.1007/BF00371179",,
"2672 KAY S. M., KAY R. W., CITRON G. P., PERFIT M. R.:    CALC-ALKALINE PLUTONISM IN THE INTRA-OCEANIC ALEUTIAN ARC, ALASKA  SPEC. PAP. GEOL. SOC. AM. 241   1990 233-255    doi: 10.1130/SPE241-p233",,
"2680 BOSE M. K.:    PETROLOGY AND GEOCHEMISTRY OF THE IGNEOUS COMPLEX OF MOUNT GIRNAR, GUJARAT, INDIA  CONTRIB. MINERAL. PETROL. 39   1973 247-266    doi: 10.1007/BF00383107",,
